1418	20087	3006		5901~6603~1001~5971~1592~5956~1059~2209~4054~8066	1~9~4~5~19~10~14~12~4~18	4800~2696~600~2588~3031~2699~599~2721~12900~1450	20088~20088~20088~20088~20088~20088~20088~20088~20088~20088	57909
1014	19797	1129		5910~9605~4350~1702~1308~1092~4307~1301	19~14~11~7~12~10~8~8	1578~9399~3213~4399~2567~12000~1250~2296	~~~~~~~	54562
1216	19942	7279	Truck won't arrive until after 5:00PM	6786~4805~4308~1305~5087~1007	7~11~9~7~14~5	4979~5660~1567~2911~1499~2200	19943~19943~19943~19943~19943~19943	59300
1217	19943	7924	Have the shipping supervisor review	3560~1054~5967~6870~5950~1006~4352	14~6~18~14~11~12~8	2957~5967~1588~1800~1790~6605~4000	19943~19943~19943~19943~19943~19943~19943	43368
1318	20015	5114		6866~2204~5902~5973~6601~9202	9~8~18~7~1~4	4168~7888~3044~4766~810~1598	20017~20017~20017~20017~20017~20017	65464
1116	19870	6873	Truck won't arrive until after 5:00PM	6870~8803~2039~5973~8378~2202~2509	1~11~7~14~5~12~7	1800~2644~481~4766~1842~1866~5097	19871~19871~19871~19871~19871~19871~19871	44653
1419	20088	4271		8066~5983~7255~9605~7402~8801	16~13~12~12~2~17	1450~2566~2439~9399~1200~6734	20089~20089~20089~20089~20089~20089	58317
1015	19797	6371		1050~8572~1203~4270~9250~1050~2400~1310~5539~1004	1~5~18~4~13~20~14~16~8~1	5900~7245~2830~4780~2488~5900~2572~2543~9914~13000	19797~19797~19797~19797~19797~19797~19797~19797~19797~19797	66030
1117	19871	5883	Have the shipping supervisor review	4054~5950~2205~1092~3598~9545~2206~9202~5983~3412	17~9~13~19~14~15~1~12~7~17	12900~1790~2511~12000~2009~5248~2208~1598~2566~2541	19872~19872~19872~19872~19872~19872~19872~19872~19872~19872	35693
1218	19943	5883		9969~7576~7826~8146	13~6~15~1	4952~7736~3453~3211	19943~19943~19943~19943	67362
1420	20089	3606		5955~6182~5951~8572~2204~1309~1806	20~6~5~19~8~7~8	2389~7325~7629~7245~7888~5790~4018	~19726~19726~19726~19726~19726~19726	54083
1319	20016	7103		9942~5977~5136~5960~7084~5902	17~12~12~12~19~4	1488~300~7980~2122~5751~3044	20018~20018~20018~20018~20018~20018	56850
1016	19798	3304	Truck won't arrive until after 5:00PM	5956~1701~4303~1053~9817~2400~5967~8801~5843~6809	8~20~10~5~2~15~16~3~5~14	2699~2867~10833~4522~2782~2572~1588~6734~8472~2233	19798~19798~19798~19798~19798~19798~19798~19798~19798~19798	39278
1118	19871	9413		4305~1059~5977~1308~4301~4304~5962~1310	18~1~20~5~6~4~1~17	1215~599~300~2567~1500~5411~2533~2543	19873~19873~19873~19873~19873~19873~19873~19873	57014
1219	19944	8416		1592~2202~7404~1007~5953	16~10~18~8~18	3031~1866~1789~2200~460	19946~19946~19946~19946~19946	49033
1320	20017	2959		1301~1000~6524~9545	3~11~9~13	2296~9088~1617~5248	~20017~20017~20017	49641
1421	19725	5608		1055~4054~5967~1011	5~5~12~4	8743~12900~1588~4509	19726~19726~19726~19726	34717
1017	19799	1260	Have the shipping supervisor review	1011~5954~4402~1592~6866~7402	14~10~11~14~12~11	4509~8179~1555~3031~4168~1200	19800~19800~19800~19800~19800~19800	44379
1220	19945	8049		9545~8066~3598~4305	5~3~12~2	5248~1450~2009~1215	19946~19946~~19946	46285
1119	19872	8640		7232~5087~5971~4353~4309~1301~5964	20~2~18~4~13~5~10	1097~1499~2588~1523~7010~2296~10988	19874~19874~19874~19874~19874~19874~19874	53185
1321	20018	3113		2039~2673~5967~6786	17~1~20~9	481~10866~1588~4979	20020~20020~20020~20020	37041
1422	19725	2226		4352~4353~6809~9201~4718~1301~3194	8~16~13~4~11~3~12	4000~1523~2233~2408~9900~2296~1900	19725~19725~19725~19725~19725~19725~19725	54631
1018	19799	6225		1001~2203~5970~1301~3194~1305~4302~6016~7576~6604	13~11~18~1~15~4~17~11~15~16	600~8944~3010~2296~1900~2911~855~6572~7736~5918	19801~19801~19801~19801~19801~19801~19801~19801~19801~19801	46276
1019	19800	7279		5902~5539~1011~1002~5971	1~6~9~15~4	3044~9914~4509~8745~2588	19801~19801~19801~19801~19801	40287
1322	20018	7790		4805~2853~9817~4948~4054	19~19~4~15~2	5660~5886~2782~2456~12900	20020~20020~20020~20020~20020	42687
1120	19873	2088		1302~1302~1302~1302~1302	12~6~7~1~16	1655~1655~1655~1655~1655		58928
1221	19946	5895		1004~8059~3560~1053~7403~8066~2039~8802	1~11~4~2~15~10~15~12	13000~5180~2957~4522~1188~1450~481~7644	19946~19946~19946~19946~19946~19946~19946~19946	32748
1423	19726	6666		8059~5956~1702~7609~7609~2853~5977~7404	14~19~9~4~12~4~10~4	5180~2699~4399~3565~3565~5886~300~1789	19728~19728~19728~19728~19728~19728~19728~19728	33995
1323	20019	5883		4403~8803~6602~9445~6786	3~13~16~7~11	1655~2644~1588~5060~4979	20021~20021~20021~20021~20021	55925
1020	19801	5492		9663~1007~1007~2039~4354	18~15~9~5~3	9925~2200~2200~481~11831	19801~19801~19801~~19801	38938
1121	19874	7191		6493~6016~5753~5950~8802~1059~1053	12~7~11~11~7~1~7	3895~6572~2497~1790~7644~599~4522	19874~19874~19874~19874~19874~19874~19874	42843
1424	19727	1234	Purchase Order 55559000	1701~4353~2203~1306~5973~5964	13~4~20~16~11~15	2867~1523~8944~2798~4766~10988	~~~~~	33841
1222	19946	4042		7403~6182~1203~1055~4948~4309~6182~5970~6866	6~17~17~19~13~13~4~4~8	1188~7325~2830~8743~2456~7010~7325~3010~4168	19947~19947~19947~19947~19947~19947~19947~19947~19947	51029
1223	19947	2206		7255~7576~2673~5950	17~12~9~7	2439~7736~10866~1790	19948~19948~19948~19948	50432
1324	20020	3606	Purchase Order 55559000	5539~8146~2204~1309~5539	6~4~14~17~1	9914~3211~7888~5790~9914	~~~~	60613
1425	19728	7191	Master Order # 2467~Auth JuYn4178	3302~5136~5958~6786~8572~6389~5952~1058	4~20~13~20~4~20~5~13	6648~7980~2780~4979~7245~822~1506~1256	19728~19728~19728~19728~19728~19728~19728~19728	38336
1021	19802	5608		1051~1055~3302~1203	18~18~10~18	1522~8743~6648~2830	19803~19803~19803~19803	46869
1122	19874	8640		5963~4301~2853~1305~6866~5962~2039~5964~9504~6912	13~16~20~14~5~19~1~7~8~16	1500~1500~5886~2911~4168~2533~481~10988~5914~14150	19876~19876~19876~19876~19876~19876~19876~19876~19876~19876	73843
1022	19802	8220		9663~1310~1056~3412~4404~2673~4350~6809~7405~5087	17~1~11~6~10~17~17~16~16~10	9925~2543~1210~2541~1822~10866~3213~2233~9918~1499	19804~19804~19804~19804~19804~19804~19804~19804~19804~19804	48921
1224	19948	8640	Purchase Order 55559000	4690~4401~5136~1310~2206~3194	14~15~19~12~11~8	4588~799~7980~2543~2208~1900	~~~~~	48656
1325	20021	9262	Master Order # 2467~Auth JuYn4178	1008~9969~1301~5958~5136~1003~7403	5~3~8~10~7~2~9	11050~4952~2296~2780~7980~12511~1188	20023~20023~20023~20023~20023~20023~20023	49224
1426	19728	4794		4402~5975~1309~7402~1307	4~5~10~9~10	1555~2111~5790~1200~5901	19728~19728~19728~19728~19728	60203
1123	19875	4024		6912~5843~1009~8803~1006	19~11~8~18~17	14150~8472~21188~2644~6605	19875~19875~19875~19875~19875	42955
1023	19803	2959		6866~2210~7404	7~10~3	4168~2425~1789	19803~19803~19803	49940
1326	20021	6873		8803~6426~1301~5217~4054~5753~4855~4718	20~9~14~8~10~11~18~19	2644~4588~2296~5141~12900~2497~5610~9900	20023~20023~20023~20023~20023~20023~20023~20023	67153
1225	19949	8744	Master Order # 2467~Auth JuYn4178	1303~2210~5955~5975~5978~9817~1806~4351	2~7~10~3~20~14~2~9	5900~2425~2389~2111~500~2782~4018~8721	19950~19950~19950~19950~19950~19950~19950~19950	62310
1427	19729	7790	PO # Y887654	5950~3049~9250~7402~4350	1~17~11~20~7	1790~4898~2488~1200~3213	19730~19730~19730~19730~19730	39428
1124	19876	4902	Purchase Order 55559000	5968~1009~5753~6603~5963~8059~1006	20~12~9~20~1~18~18	3422~21188~2497~2696~1500~5180~6605	~~~~~~	57071
1327	20022	8744	PO # Y887654	1092~1305~6603~1007~6870	18~13~14~9~17	12000~2911~2696~2200~1800	20023~20023~20023~20023~20023	41095
1024	19804	5492	Purchase Order 55559000	4805~1127~4350~5958~3560~2206~1092	20~16~17~1~18~7~20	5660~9840~3213~2780~2957~2208~12000	~~~~~~	55195
1125	19877	6225	Master Order # 2467~Auth JuYn4178	2210~2204~2039~6524	1~5~7~4	2425~7888~481~1617	19878~19878~19878~19878	41670
1428	19730	4794		3432~4054~2202~2202~7403~5962~1054~4309~4737	11~8~5~16~17~18~8~11~12	5312~12900~1866~1866~1188~2533~5967~7010~6113	19732~19732~19732~19732~19732~19732~19732~19732~19732	63853
1226	19949	8640		4353~6603~7404~1056~5983~4302~1310~6016~1308~9903	16~16~7~12~20~6~15~19~6~18	1523~2696~1789~1210~2566~855~2543~6572~2567~1744	19950~19950~19950~19950~19950~19950~19950~19950~19950~19950	73182
1227	19950	8213	PO # Y887654	1004~6524~5952~6912~2673~4402~9201~1305	13~16~18~12~19~4~17~17	13000~1617~1506~14150~10866~1555~2408~2911	19950~19950~19950~19950~19950~19950~19950~19950	41382
1328	20023	8640		4270~5975	3~5	4780~2111	20023~20023	57803
1126	19877	4902		5973~6866~5956~5972	15~15~10~4	4766~4168~2699~2188	19877~19877~19877~19877	49122
1429	19730	4092		1059~5967~1059~2039	7~2~11~14	599~1588~599~481	19732~19732~19732~19732	68268
1025	19805	3006	Master Order # 2467~Auth JuYn4178	1002~1302~1009~1050~6786~6232~1310~8059~5975	7~18~8~19~12~16~19~14~20	8745~6900~21188~5900~4979~5522~2543~5180~2111	19807~19807~19807~19807~19807~19807~19807~19807~19807	39666
1127	19878	6436	PO # Y887654	5539~1303~1011~9545~9605~2210~5901~1701	9~7~4~13~17~4~13~17	9914~5900~4509~5248~9399~2425~4800~2867	19879~19879~19879~19879~19879~19879~19879~19879	41775
1228	19951	3201		6602~6601~1052~6016~3194	8~13~18~9~11	1588~810~6700~6572~1900	19951~19951~19951~19951~19951	56301
1329	20023	2133		4305	14	1215	20024	70397
1430	19731	8795		4404~2210~7349~1055	14~15~8~7	1822~2425~5795~8743	~19731~19731~19731	46373
1026	19805	8478		8467~3412~5087~4308~2400~5539~5980~5217~2202~1002	1~7~8~17~11~20~2~1~10~6	5891~2541~1499~1567~2572~9914~6800~5141~1866~8745	19806~19806~19806~19806~19806~19806~19806~19806~19806~19806	58299
1128	19879	8758		6912~4402~8378~1592~1308~1008~5951~4306	18~7~3~13~4~1~9~20	14150~1555~1842~3031~2567~11050~7629~900	19880~19880~19880~19880~19880~19880~19880~19880	47031
1330	20024	5589		1303~2209~5971~1127	1~11~8~19	5900~2721~2588~9840	20024~~20024~20024	40393
1027	19806	7279	PO # Y887654	1302~1302	12~6	1655~1655		45909
1229	19951	2206		9202~7255~4303	6~19~12	1598~2439~10833	19953~19953~19953	68607
1431	19732	4092		1806~4805~5654~1011~2039~1056~9942~8467	9~13~19~2~10~18~15~2	4018~5660~8684~4509~481~1210~1488~5891	19733~19733~19733~19733~19733~19733~19733~19733	50381
1028	19807	2959		1302~3194~5975~2205~6786~6426~9663~4353~6182~4301	9~18~17~3~6~13~11~3~17~19	6900~1900~2111~2511~4979~4588~9925~1523~7325~1500	19809~19809~19809~19809~19809~19809~19809~19809~19809~19809	56957
1230	19952	5114		1701~1053~1059~5970~2204~1059~1003	14~15~3~14~15~14~3	2867~4522~599~3010~7888~599~12511	19954~19954~19954~~19954~19954~19954	43035
1331	20025	1576		6232~4354~1009~5967	19~9~19~4	5522~11831~21188~1588	20027~20027~20027~20027	58467
1432	19733	5895		6786~1301~1050~6870	6~5~18~7	4979~2296~5900~1800	19735~19735~19735~19735	43903
1129	19879	8416		4304~5963~4404~8378~8146~1006~1307	1~17~4~5~2~20~16	5411~1500~1822~1842~3211~6605~5901	19881~19881~19881~19881~19881~19881~19881	60671
1332	20026	5936		5960~4855~5963~5654	14~5~11~7	2122~5610~1500~8684	20027~20027~20027~20027	54587
1231	19953	6974		9969~6232	5~19	4952~5522	19954~19954	50260
1130	19880	3201		8146~5964~6426~4403~1001~4303~9817	16~20~12~3~16~5~9	3211~10988~4588~1655~600~10833~2782	19880~19880~19880~19880~~19880~19880	41334
1433	19733	7791	Zeb and Bill will unload~Janie has the check	1806~1701~6786~3412	15~7~17~8	4018~2867~4979~2541	19733~19733~19733~19733	70472
1029	19807	5608		2204~6389~3560~4948~5962~4353~4402~7404~2509	15~8~20~10~18~10~18~10~4	7888~822~2957~2456~2533~1523~1555~1789~5097	19807~19807~19807~19807~19807~19807~19807~19807~19807	59274
1333	20026	8213	Zeb and Bill will unload~Janie has the check	6389~6809~7255~9903~1592~1053~8572~8803~5217	3~4~13~5~14~6~10~19~8	822~2233~2439~1744~3031~4522~7245~2644~5141	20028~20028~20028~20028~20028~20028~20028~20028~20028	59227
1030	19808	9792		1011~4353~7084~5980~4309~2673	2~5~5~7~14~7	4509~1523~5751~6800~7010~10866		58534
1131	19881	8795		9250~5217~5972~1053~2673~6809~5753~5973	11~18~3~14~1~1~18~16	2488~5141~2188~4522~10866~2233~2497~4766	19883~19883~19883~19883~19883~19883~19883~19883	50440
1434	19734	3935		1092~2204~4304~6182~5978~9632	16~4~8~7~13~19	12000~7888~5411~7325~500~8490	~~~~~	39216
1232	19954	7751		1701~7255~1000~2209~6524~9903~5972~4308~1002~4306	19~12~6~4~5~17~3~11~10~7	2867~2439~9088~2721~1617~1744~2188~1567~8745~900	19956~19956~19956~19956~19956~19956~19956~19956~19956~19956	64871
1233	19954	6225	Zeb and Bill will unload~Janie has the check	7232	16	1097	19955	72940
1334	20027	4110		1806~4054~6075~5962~4307~1310~7232~1302~1003	8~17~16~17~3~2~14~11~15	4018~12900~2075~2533~1250~2543~1097~6900~12511	~~~~~~~~	57479
1435	19735	7103		1002~2203~5951~5654~5978~9445~5968	6~8~11~11~16~16~6	8745~8944~7629~8684~500~5060~3422	19735~19735~19735~19735~19735~19735~19735	34283
1031	19809	8049		5956~5217~7576~6524	13~9~3~5	2699~5141~7736~1617	19810~19810~19810~19810	64453
1132	19882	6347		5960~5539~4690~4948~1306~6493~5983~3049	5~11~10~7~1~15~1~6	2122~9914~4588~2456~2798~3895~2566~4898	19884~19884~19884~19884~19884~19884~19884~19884	40386
1032	19810	6974		9201~1004~8467~6016~5962~6870~2207~5983	16~6~13~7~19~19~14~8	2408~13000~5891~6572~2533~1800~3801~2566	19811~19811~19811~19811~19811~19811~19811~19811	50535
1234	19955	2775		1310~6601~8803~5956	4~9~1~8	2543~810~2644~2699	~~~	39537
1335	20028	4173		4404~5972~9202~4351~4805~5972~5902~7403~8572~1054	11~12~7~2~13~3~6~20~9~1	1822~2188~1598~8721~5660~2188~3044~1188~7245~5967	20029~20029~20029~20029~20029~20029~20029~20029~20029~20029	42441
1436	19735	4024		2673~1301~1702~7576~4404~5970~1127~6604	3~18~5~7~5~5~1~15	10866~2296~4399~7736~1822~3010~9840~5918	19737~19737~19737~19737~19737~19737~19737~19737	59650
1133	19882	8049	Zeb and Bill will unload~Janie has the check	5956~1059~1056~5955~7349~5967	4~11~4~1~5~18	2699~599~1210~2389~5795~1588	19882~19882~19882~19882~19882~19882	69220
1033	19810	5938	Zeb and Bill will unload~Janie has the check	1051~8378~4403~9817~5978~3049	12~12~12~2~3~12	1522~1842~1655~2782~500~4898	19810~19810~19810~19810~19810~19810	62793
1336	20028	3113		9202~6603~9903~9310~5960	18~7~18~5~9	1598~2696~1744~3477~2122	20030~20030~20030~20030~20030	60566
1235	19956	8213		7232~1059~1002~4403~7349~5952~1000	1~20~4~15~14~18~18	1097~599~8745~1655~5795~1506~9088	19958~19958~19958~19958~19958~19958~19958	40743
1437	19736	2133		4309~9969~6601~9250~4354~6389~3598	12~17~2~1~14~14~8	7010~4952~810~2488~11831~822~2009	19736~19736~19736~19736~19736~19736~19736	37785
1134	19883	1016		5983~1303~1004~8572~4054~9942~8059~8572~6426~1301	7~17~15~7~9~2~16~13~4~2	2566~5900~13000~7245~12900~1488~5180~7245~4588~2296	~~~~~~~~~	46648
1337	20029	8699		8378~4855~5217~5962~7804~1059~8146	17~1~7~5~5~2~18	1842~5610~5141~2533~4970~599~3211	20029~20029~20029~20029~20029~20029~20029	44934
1034	19811	6666		4270~4718~1056~5902~5901	2~6~16~6~19	4780~9900~1210~3044~4800	~~~~	34993
1135	19884	6347		4948~8059~7403~5217~7405~1059~4737~1302~4304~6786	12~20~5~13~6~2~20~3~5~15	2456~5180~1188~5141~9918~599~6113~6900~5411~4979	19885~19885~19885~19885~19885~19885~19885~19885~19885~19885	33939
1438	19737	2226		5960~5956~3194~1306~9504~5910~6182~1051~5087	11~13~17~11~9~15~7~6~16	2122~2699~1900~2798~5914~1578~7325~1522~1499	19737~19737~19737~19737~19737~19737~19737~19737~19737	60802
1236	19956	5883		4304~1003~9545~4303~1055~8378~1306~1008	3~16~12~17~8~11~8~19	5411~12511~5248~10833~8743~1842~2798~11050	19957~19957~19957~19957~19957~19957~19957~19957	50511
1237	19957	6633		2039~5902~1308~7713~3049~1310	13~7~2~9~19~18	481~3044~2567~6345~4898~2543	19957~19957~19957~19957~19957~19957	60633
1338	20030	6225		6232~5902~5217~1203~1701~1303~6016~7232~3432	19~8~8~13~8~14~16~14~9	5522~3044~5141~2830~2867~5900~6572~1097~5312	20032~20032~20032~20032~20032~20032~20032~20032~20032	37260
1439	19738	4707		1059~1003~1001~1009	1~17~4~3	599~12511~600~21188	19738~19738~19738~19738	37630
1035	19812	7777		9201~8066~4805~8802~8802~6524~5963~4270~1701~2509	1~12~1~8~5~13~5~12~12~3	2408~1450~5660~7644~7644~1617~1500~4780~2867~5097	19813~19813~19813~19813~19813~19813~19813~19813~19813~19813	50243
1136	19884	8795		5950~1301~5963~2207~4301~6075~1702~1303~2039~9632	16~8~6~12~5~19~17~6~10~15	1790~2296~1500~3801~1500~2075~4399~5900~481~8490	19886~19886~19886~19886~19886~19886~19886~19886~19886~19886	62704
1137	19885	7877		9445~3432	7~12	5060~5312	19886~19886	45196
1238	19958	4173		5910~6493~9202~6866	3~16~6~4	1578~3895~1598~4168	19958~19958~19958~19958	36395
1036	19812	8795		7576~4270~5087~7349~5967	4~10~20~10~9	7736~4780~1499~5795~1588	19814~19814~19814~19814~19814	71936
1339	20031	5938		1003~6603~5136~4304~3598~4948	11~13~14~11~14~3	12511~2696~7980~5411~2009~2456	20032~20032~20032~20032~20032~20032	55400
1440	19738	8888	pick up check for 10,887	5953~1806~7403~9632~1306~6426~9445~6016	2~6~4~18~12~16~7~3	460~4018~1188~8490~2798~4588~5060~6572	19740~~19740~19740~19740~19740~19740~19740	54787
1138	19886	1356		7405~8801~1702~9202~4270	3~5~14~18~10	9918~6734~4399~1598~4780	19888~19888~19888~19888~19888	42712
1239	19959	3714		4404~1592~4404~5950	13~11~7~14	1822~3031~1822~1790	19960~19960~19960~19960	61571
1340	20031	9999	pick up check for 10,887	6912~1304~6524~5953~9310~5963~7804	10~12~15~3~2~7~11	14150~4526~1617~460~3477~1500~4970	~20031~20031~20031~20031~20031~20031	60307
1441	19739	3113	Loading docks open 24 hours	1009~5960~2509~5654~1056	2~11~11~1~8	21188~2122~5097~8684~1210	19740~19740~19740~19740~19740	61081
1037	19813	4271		1053~1056~9605~1008~5910~5955~4302~8802	1~7~9~17~4~13~9~3	4522~1210~9399~11050~1578~2389~855~7644	19815~19815~19815~19815~19815~19815~19815~19815	48866
1038	19814	3413		5951~6075~6786~5954~1051~7609~5654~4354	9~9~10~13~6~5~11~6	7629~2075~4979~8179~1522~3565~8684~11831	19816~19816~19816~19816~19816~19816~19816~19816	55351
1139	19887	8610		5901~5910~9663~6786	14~19~14~5	4800~1578~9925~4979	19889~19889~19889~19889	39662
1341	20032	6550	Loading docks open 24 hours	9504~5956~4304~8378~2853	9~4~3~18~19	5914~2699~5411~1842~5886	20033~20033~20033~20033~20033	65021
1240	19959	4794	pick up check for 10,887	9605~1011~4302~9545~6870~1051	12~5~18~4~12~17	9399~4509~855~5248~1800~1522	19960~19960~19960~19960~~19960	69174
1442	19740	5895	Check truck temp - should be 40 degrees	2202~7255~4690~1203~6389~2207~5973~8801~4354~1053	15~13~19~16~9~12~1~10~13~18	1866~2439~4588~2830~822~3801~4766~6734~11831~4522	19741~19741~19741~19741~19741~19741~19741~19741~19741~19741	47967
1039	19815	3714		2039~6604~1303~4302~7349~5843	11~6~4~10~7~4	481~5918~5900~855~5795~8472	19816~19816~19816~19816~19816~19816	50540
1241	19960	9262	Loading docks open 24 hours	1304~8467~2400~2204~1592~1011	15~18~16~6~12~4	4526~5891~2572~7888~3031~4509	19962~19962~19962~19962~19962~19962	61342
1140	19887	4902	pick up check for 10,887	8803~1806~6604~2509	13~9~14~16	2644~4018~5918~5097	19887~19887~~19887	64714
1443	19740	2775		5954~8572~1303~1058~4304~6016~5962~8802	16~10~15~9~20~7~6~8	8179~7245~5900~1256~5411~6572~2533~7644	19742~19742~19742~19742~19742~19742~19742~19742	56277
1342	20033	4476	Check truck temp - should be 40 degrees	3302~2204~5971~8066~7402	8~19~6~13~15	6648~7888~2588~1450~1200	20033~20033~20033~20033~20033	60092
1343	20033	4476		1305~1203~2204~5843~4354~2107~5950~1059~1306	9~19~14~15~19~9~16~18~2	2911~2830~7888~8472~11831~7972~1790~599~2798	20034~20034~20034~20034~20034~20034~20034~20034~20034	69877
1141	19888	2133	Loading docks open 24 hours	6786~7576~6603~5902~1003~5843~5975~1306	5~17~11~7~18~11~6~11	4979~7736~2696~3044~12511~8472~2111~2798	19888~19888~19888~19888~19888~19888~19888~19888	63131
1242	19961	5608	Check truck temp - should be 40 degrees	7084	17	5751	19961	50411
1444	19741	3935		5136~8467~9201~2107~1058~8801~6075~5968~2209	10~8~18~12~18~5~3~16~19	7980~5891~2408~7972~1256~6734~2075~3422~2721	~~~~~~~~	34266
1040	19815	1016	pick up check for 10,887	4690~7084~1056~4404~9201~8059~4270	14~17~19~17~3~15~4	4588~5751~1210~1822~2408~5180~4780	19815~19815~~19815~19815~19815~19815	61634
1243	19961	3606		6182~4352~5753~5217~1308~4354~1053~6809~2204	11~14~15~15~2~1~12~9~3	7325~4000~2497~5141~2567~11831~4522~2233~7888	19963~19963~19963~19963~19963~19963~19963~19963~19963	58290
1041	19816	6873	Loading docks open 24 hours	1007~1007~2206~1058~1003~4306~4401~6602	20~11~9~20~14~7~10~16	2200~2200~2208~1256~12511~900~799~1588	19816~19816~19816~19816~19816~19816~19816~19816	45337
1344	20034	7349		2207~4401~6809~6809~8467~7403~9605~1302~5970	20~12~1~13~7~14~4~11~2	3801~799~2233~2233~5891~1188~9399~6900~3010	~~~~~~~~	37517
1445	19742	2968		4270~1701~6866~9504~2209	4~15~12~5~2	4780~2867~4168~5914~2721	19742~19742~19742~19742~19742	36087
1142	19889	2786	Check truck temp - should be 40 degrees	1001~9202~5978~4054~6389~2853~9504~1001~4948~6182	10~17~9~16~14~3~16~4~14~1	600~1598~500~12900~822~5886~5914~600~2456~7325	19890~19890~19890~19890~19890~19890~19890~19890~19890~19890	56387
1042	19817	3304	Check truck temp - should be 40 degrees	5960~3302~6602~4302~3598~6786~2203~1307	9~11~8~8~16~1~18~6	2122~6648~1588~855~2009~4979~8944~5901	19817~19817~19817~19817~19817~19817~19817~19817	37574
1143	19889	5114		1301~5087~5950~7255~6866~6809~3560~4309~4737~5971	15~5~5~20~9~20~1~14~16~19	2296~1499~1790~2439~4168~2233~2957~7010~6113~2588	19889~19889~19889~19889~19889~19889~19889~19889~19889~19889	61638
1244	19962	3470		1000~8066~8059~5901~1806	19~18~6~10~4	9088~1450~5180~4800~4018	~~~~	63434
1345	20035	3982		6426~6870~4304~4805~2205~9202~9942	6~17~16~11~20~10~6	4588~1800~5411~5660~2511~1598~1488	20036~20036~20036~20036~20036~20036~20036	40117
